Provider,Service Name,URL,City,Country,Status,IP Version,Hosting Provider,C Number,Airport Code,Airport Code Number,ISP Name,CDN Type,Zone Name,Region,Parent Region,Latitude,Longitude
Google,ggcs,https://peering.google.com/#/infrastructure,Nashville-Davidson,United States,Active,,,,,0,,,,,,36.124,-86.678
Google,ggcs,https://peering.google.com/#/infrastructure,Florianópolis,Brazil,Active,,,,,0,,,,,,-27.671,-48.547
Google,ggcs,https://peering.google.com/#/infrastructure,,Iraq,Active,,,,,0,,,,,,36.238,43.963
Google,ggcs,https://peering.google.com/#/infrastructure,Doha,Qatar,Active,,,,,0,,,,,,25.274,51.608
Google,ggcs,https://peering.google.com/#/infrastructure,Bremen,Germany,Active,,,,,0,,,,,,53.047,8.787
Google,ggcs,https://peering.google.com/#/infrastructure,Анджиевский,Russian Federation,Active,,,,,0,,,,,,44.225,43.082
Google,ggcs,https://peering.google.com/#/infrastructure,Bratislava,Slovakia,Active,,,,,0,,,,,,48.17,17.213
Google,ggcs,https://peering.google.com/#/infrastructure,Amarillo,United States,Active,,,,,0,,,,,,35.219,-101.706
Google,ggcs,https://peering.google.com/#/infrastructure,Navegantes,Brazil,Active,,,,,0,,,,,,-26.88,-48.651
Google,ggcs,https://peering.google.com/#/infrastructure,Krasnodar Municipality,Russian Federation,Active,,,,,0,,,,,,45.032,39.166
Google,ggcs,https://peering.google.com/#/infrastructure,Hasar,Iraq,Active,,,,,0,,,,,,35.517,44.3
Google,ggcs,https://peering.google.com/#/infrastructure,,Ukraine,Active,,,,,0,,,,,,48.9,38.55
Google,ggcs,https://peering.google.com/#/infrastructure,Takamatsu,Japan,Active,,,,,0,,,,,,34.214,134.016
Google,ggcs,https://peering.google.com/#/infrastructure,Des Moines,United States,Active,,,,,0,,,,,,41.534,-93.658
